施設、場所、イベントの名称,施設、場所、イベントの名称（読み）,ジャンル,キャッチコピー,説明文,経度（世界測地系）,緯度（世界測地系）,郵便番号,住所,ビル名,フロア数,電話番号,FAX番号,アクセス,予算,定員、収容人数,定員、収容人数コメント,取扱商品、メニュー、プラン,取扱商品、メニュー、プラン 料金,取扱商品、メニュー、プラン 写真ファイル名,取扱商品、メニュー、プラン 写真キャプション,写真ファイル名,写真キャプション,ホームページURL（PC）,ホームページURL（モバイル）,支払方法,ペット同伴の可・不可,コピーライト・情報提供元,注意事項,その他説明、備考
千葉市 若松第７公園,ワカマツダイ７コウエン,,,,140.154993,35.644013,,千葉市若葉区若松町４３９－９２,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 谷当公園,ヤトウコウエン,,,,140.192364,35.626151,,千葉市若葉区千城台北４丁目１２５９－４９,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若桜２号公園,ワカザクラ２ゴウコウエン,,,,140.163301,35.636656,,千葉市若葉区若松町２０９０－１６,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 大宮町公園,オオミヤチョウコウエン,,,,140.160189,35.603298,,千葉市若葉区大宮町５７４－１他,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若山公園,ワカヤマコウエン,,,,140.169858,35.617433,,千葉市若葉区加曽利町１８１７－５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木東第２公園,サクラギヒガシダイ２コウエン,,,,140.162013,35.622741,,千葉市若葉区桜木町２７１－２,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若桜公園,ワカザクラコウエン,,,,140.165482,35.633153,,千葉市若葉区若松町２１５１－８,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若松第４公園,ワカマツダイ４コウエン,,,,140.153892,35.649212,,千葉市若葉区若松町９７４－１０,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 倉前公園,クラマエコウエン,,,,140.159188,35.638402,,千葉市若葉区桜木町６５４－４０,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 加曽利第１公園,カソリダイ１コウエン,,,,140.162475,35.615568,,千葉市若葉区加曽利町１０３７－９,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木第７公園,サクラギダイ７コウエン,,,,140.15791,35.637249,,千葉市若葉区桜木町６０２－３５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若台第３公園,ワカダイダイ３コウエン,,,,140.169357,35.648481,,千葉市若葉区若松台１丁目９８３－１１３,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 加曽利第２公園,カソリダイ２コウエン,,,,140.153592,35.614427,,千葉市若葉区加曽利町９４４－８４,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若桜１号公園,ワカザクラ１ゴウコウエン,,,,140.163009,35.63604,,千葉市若葉区若松町２０９０－１１,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 小倉町第５公園,オグラチョウダイ５コウエン,,,,140.170104,35.633111,,千葉市若葉区小倉町１７４６－２５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木東第６公園,サクラギヒガシダイ６コウエン,,,,140.157613,35.62551,,千葉市若葉区桜木４丁目３９４－３１,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木北第２公園,サクラギキタダイ２コウエン,,,,140.16086,35.638133,,千葉市若葉区桜木町６４８－５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 高品第２公園,タカシナダイ２コウエン,,,,140.132195,35.619601,,千葉市若葉区高品町１５８９－１６,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木第４公園,サクラギダイ４コウエン,,,,140.156508,35.633634,,千葉市若葉区桜木町５６６－１０,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木東第４公園,サクラギヒガシダイ４コウエン,,,,140.162024,35.626739,,千葉市若葉区桜木町２７９－１３１,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 小桜第２公園,コザクラダイ２コウエン,,,,140.163927,35.63096,,千葉市若葉区桜木町３１２－２７,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木第６公園,サクラギダイ６コウエン,,,,140.15937,35.635289,,千葉市若葉区桜木町６１４－１８,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木第５公園,サクラギダイ５コウエン,,,,140.156613,35.634877,,千葉市若葉区桜木町５７０－５５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若松第６公園,ワカマツダイ６コウエン,,,,140.154946,35.649151,,千葉市若葉区若松町９７７－５５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 西都賀４丁目公園,ニシツガ４チョウメコウエン,,,,140.15096,35.641133,,千葉市若葉区西都賀４丁目１５６３－１４,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若松第５公園,ワカマツダイ５コウエン,,,,140.168403,35.637063,,千葉市若葉区若松町２１１０－１９,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 子どもたちの森公園,コドモタチノモリコウエン,,,,140.130352,35.648865,,千葉市若葉区源町５４１－４,,,043-245-5774,,"鉄道：千葉モノレール動物公園駅から徒歩２０分<BR>
バス：ＪＲ西千葉駅から千葉内陸バス「山王町」行、または、「みつわ台車庫」行で『愛生町』にて下車、徒歩５分",,,,,,,,,,,,,,,,
千葉市 高品第３公園,タカシナダイ３コウエン,,,,140.136086,35.623344,,千葉市若葉区高品町１９５番２０他,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 下田西原第２公園,シモダニシハラダイ２コウエン,,,,140.196499,35.626623,,千葉市若葉区下田町１３３２番４,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若松かまいけ第２公園,ワカマツカマイケダイ２コウエン,,,,140.154885,35.648225,,千葉市若葉区若松町９７７番１６６,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 高品オリーブの丘公園,タカシナオリーブノオカコウエン,,,,140.136409,35.62361,,千葉市若葉区高品町１９５番４４他,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若松南第１公園,ワカマツミナミダイ１コウエン,,,,140.172205,35.636007,,千葉市若葉区若松町２１６１－４３,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 千城台北第３公園,チシロダイキタダイ３コウエン,,,,140.18224,35.629007,,千葉市若葉区千城台北１丁目１１５２－５６,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木大作第２公園,サクラギオオサクダイ２コウエン,,,,140.157759,35.62645,,千葉市若葉区桜木４丁目３４８－８９,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若松かまいけ公園,ワカマツカマイケコウエン,,,,140.154252,35.650405,,千葉市若葉区若松町９５９－４,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若都公園,ワカツコウエン,,,,140.147257,35.644566,,千葉市若葉区若松町５３１番６６０,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木京願台公園,サクラギキョウガンダイコウエン,,,,140.164439,35.626909,,千葉市若葉区桜木町１３０番７,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 下田西原公園,シモダニシハラコウエン,,,,140.195908,35.62737,,千葉市若葉区下田町１３３８番３,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木大作公園,サクラギオオサクコウエン,,,,140.161461,35.626147,,千葉市若葉区桜木町２８７番２,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木南第３公園,サクラギミナミダイ３コウエン,,,,140.160222,35.620423,,千葉市若葉区桜木２丁目２１２番４,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 御成台公園,オナリダイコウエン,,,,140.201293,35.636272,,千葉市若葉区御成台３丁目１１８２－２他,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 千城台公園,チシロダイコウエン,,,,140.191271,35.616657,,千葉市若葉区千城台南１丁目２１,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 御成公園,オナリコウエン,,,,140.196741,35.623161,,千葉市若葉区千城台東２丁目４５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木公園,サクラギコウエン,,,,140.152598,35.62102,,千葉市若葉区桜木１丁目４２３,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 みつわ台第１公園,ミツワダイダイ１コウエン,,,,140.132478,35.634978,,千葉市若葉区みつわ台１丁目１８,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 小倉台公園,オグラダイコウエン,,,,140.170549,35.629316,,千葉市若葉区小倉台４丁目７,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 千城台西公園,チシロダイニシコウエン,,,,140.180796,35.622718,,千葉市若葉区千城台西１丁目１５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 若松町公園,ワカマツチョウコウエン,,,,140.152983,35.644681,,千葉市若葉区若松町４９２－１他,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 城北公園,ジョウホクコウエン,,,,140.18639,35.627703,,千葉市若葉区千城台北２丁目１,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 美しの森公園,ウツクシノモリコウエン,,,,140.147403,35.633996,,千葉市若葉区都賀２丁目５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 みつわ台第２公園,ミツワダイダイ２コウエン,,,,140.134776,35.641605,,千葉市若葉区みつわ台３丁目２,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 西都賀街園,ニシツガガイエン,,,,140.146369,35.634357,,千葉市若葉区西都賀１丁目２,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 南加曽利貝塚公園,ミナミカソリカイヅカコウエン,,,,140.164408,35.622753,,千葉市若葉区桜木町１５４－２他,,,043-251-5103,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木子供の遊び場,サクラギコドモノアソビバ,,,,140.156369,35.623513,,千葉市若葉区桜木４丁目３５７－１５,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 千城台東４丁目公園,チシロダイヒガシ４チョウメコウエン,,,,140.1985,35.615193,,千葉市若葉区千城台東４－１７－２,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 川井町サイクリング休憩地,カワイチョウサイクリングキュウケイチ,,,,140.216965,35.592096,,千葉市若葉区川井町１８１－７,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 川井市営公園,カワイシエイコウエン,,,,140.218502,35.589104,,千葉市若葉区川井町４９４－４,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,H26.3.31廃止予定
千葉市 大宮市営住宅内遊園地,オオミヤシエイジュウタクナイユウエンチ,,,,140.167658,35.599424,,千葉市若葉区大宮町１０７７－１他,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 大宮下長公園,オオミヤシモナガコウエン,,,,140.164491,35.603233,,千葉市若葉区大宮町１３８８他,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 野呂団地公園,ノロダンチコウエン,,,,140.224229,35.584159,,千葉市若葉区野呂町１７９３－７６,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 千城台野鳥観察園,チシロダイヤチョウカンサツエン,,,,140.181398,35.621693,,千葉市若葉区千城台西２丁目地先,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 貝塚第１緑地,カイヅカダイ１リョクチ,,,,140.148598,35.627061,,千葉市若葉区貝塚町１３１６,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 高品緑地,タカシナリョクチ,,,,140.133939,35.620218,,千葉市若葉区高品町１６１６他,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 桜木緑地,サクラギリョクチ,,,,140.149741,35.619403,,千葉市若葉区桜木町,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 小倉緑地,オグラリョクチ,,,,140.173227,35.625057,,千葉市若葉区小倉台２丁目１０３６－１７７,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 千城台緑地,チシロダイリョクチ,,,,140.182649,35.624178,,千葉市若葉区千城台西１丁目,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 大宮団地緑地,オオミヤダンチリョクチ,,,,140.185314,35.595115,,千葉市若葉区大宮台１丁目３２５９－２,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 みつわ台緑地,ミツワダイリョクチ,,,,140.140104,35.641203,,千葉市若葉区みつわ台３丁目２３－１他,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 坂月市民の森,サカツキシミンノモリ,,,,140.181425,35.616836,,千葉市若葉区坂月町３２８他,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 若松台緑地,ワカマツダイリョクチ,,,,140.17169,35.648507,,千葉市若葉区若松町９８５－１他,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 小倉市民の森,オグラシミンノモリ,,,,140.165977,35.630569,,千葉市若葉区小倉町１０１３－１,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 加曽利市民の森,カソリシミンノモリ,,,,140.164091,35.615511,,千葉市若葉区加曽利町１２９８－２他,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 さくらぎの森,サクラギノモリ,,,,140.160627,35.636737,,千葉市若葉区桜木町６３３他,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 小倉自然の森,オグラシゼンノモリ,,,,140.178267,35.634098,,千葉市若葉区小倉町１２３９番ほか,,,043-245-5776,,"千葉都市モノレール「小倉台駅」より約1.1km<BR>
ＪＲ都賀駅より京成バス「御成台車庫」行きで「小倉台５丁目」下車。約0.5キロメートル",,,,,,,,,,,,,,,,
千葉市 大宮市民の森,オオミヤシミンノモリ,,,,140.181886,35.585817,,千葉市若葉区大宮町２１０７－１他,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 小倉そよ風の森,オグラソヨカゼノモリ,,,,140.167794,35.630079,,千葉市若葉区小倉町,,,043-245-5776,,,,,,,,,,,,,,,,,,
千葉市 貝塚憩の森,カイヅカイコイノモリ,,,,140.150143,35.627216,,千葉市若葉区貝塚町１３１７,,,043-245-5776,,都賀駅から徒歩約20分（約1.5km）,,,,,,,,,,,,,,,,
千葉市 都川水の里公園,ミヤコガワミズノサトコウエン,,,,140.153057,35.603887,,千葉市若葉区大宮町２５８－１他,,,043-245-5781,,"【バスご利用の場合】<BR>
・ＪＲ千葉駅１２番バス乗り場「蘇我駅東口行」緑化植物園入口下車、徒歩１０分<BR>
・ＪＲ蘇我駅東口「松ヶ丘・矢作経由千葉駅行」緑化植物園入口下車、徒歩１０分<BR>

【車ご利用の場合】<BR>
・国道１６号「加曽利」交差点を蘇我方面に走行、千葉東金道路方面側道に入り、一つ目の信号手前１０ｍを大きく左折<BR>
※駐車場の台数に限りがありますので、公共交通機関をご利用ください",,,,,,,,,,,,,,,,
千葉市 加曽利じゅん菜池公園,カソリジュンサイイケコウエン,,,,140.15613,35.615711,,千葉市若葉区加曽利町９５８－５７他,,,043-228-0080,043-228-5421,JR千葉駅東口バスターミナル８番から、京成バス「千城台車庫行」で、「桜木保育所前」下車、徒歩１分,,,,,,,,,,,,,,,,
千葉市 原町第３緑地,ハラマチダイ３リョクチ,,,,140.139924,35.634456,,千葉市若葉区原町９０３－１,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 御成台緑地,オナリダイリョクチ,,,,140.203012,35.633174,,千葉市若葉区下田町１１０４－２２９,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 原町第１緑地,ハラマチダイ１リョクチ,,,,140.142388,35.635678,,千葉市若葉区原町９２３－８,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 原町第２緑地,ハラマチダイ２リョクチ,,,,140.142035,35.635067,,千葉市若葉区原町９１８－３,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 原町第４緑地,ハラマチダイ４リョクチ,,,,140.136976,35.632775,,千葉市若葉区原町９０３－３,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 千城台南３丁目緑地,チシロダイミナミサンチョウメリョクチ,,,,140.188648,35.614001,,千葉市若葉区千城台南３丁目４－１６８,,,043-228-0080,043-228-5421,,,,,,,,,,,,,,,,,
千葉市 動物公園,チバシドウブツコウエン,,,,140.124054,35.644699,,千葉市若葉区源町２８０,,,043-252-1111,,"【モノレールの場合】<BR>
動物公園駅下車　徒歩０分<BR>
（千葉駅より約１２分　・都賀駅より約５分・千葉みなと駅より約１６分）<BR>

【車の場合】<BR>
●東京方面からは京葉道路穴川Ｉ.Ｃより市街方面に約３km<BR>
●市原方面からは京葉道路穴川東Ｉ.Ｃより市街方面に２km<BR>
●成田方面からは東関東自動車道路千葉北Ｉ.Ｃより千葉方面へ約７km",,,,,,,,,,,,,,,,
千葉市 泉自然公園,イズミシゼンコウエン,,,,140.230683,35.577521,,千葉市若葉区野呂町１０８,,,043-228-0080,043-228-5421,"JR千葉駅東口バスターミナル１０番から、ちばフラワーバスで「成東行」、又は「中野操車場行」で約４５分、「泉公園入り口」で下車、徒歩１０分。<BR>

車をご利用の場合<BR>
国道１２６号（東金街道）を東金方面へ野呂町まで、泉自然公園入口（案内標識）を右折、又は千葉東金道路「高田I．C．」で下り、左折約１ｋｍ先左側。",,,,,,,,,,http://www.city.chiba.jp/toshi/koenryokuchi/kanri/wakaba/izumitop.html,,,,,,
千葉市 みつわ台公園,ミツワダイコウエン,,,,140.130906,35.630706,,千葉市若葉区みつわ台１丁目２８,,,043-228-0080,043-228-5421,JR千葉駅東口バスターミナル１３番から千葉内陸バスで「原町・若葉の杜経由　みつわ台車庫行」で、「みつわ台公園前」で下車、徒歩３分。,,,,,,,,,,,,,,,,
千葉市 平和公園,ヘイワコウエン,,,,140.202753,35.594727,,千葉市若葉区多部田町１４９２－２,,,043-228-2057,,JR千葉駅又は京成千葉中央駅より京成バス「中野操車場・成東」行きで「北谷津」下車、徒歩８分。,,,,,,,,,,,,,,,,
千葉市 加曽利貝塚公園,カソリカイヅカコウエン,,,,140.163959,35.62498,,千葉市若葉区桜木町１６３,,,043-228-0080,043-228-5421,"ＪＲ千葉駅東口バスターミナル９番から、京成バス「市営霊園経由御成台車庫行」で、「桜木町」下車徒歩１５分<BR>

モノレール利用の場合<BR>
ＪＲ千葉駅又は都賀駅より　千葉都市モノレールに乗車桜木駅下車（改札口正面に案内地図あり）　徒歩１５分<BR>

車ご利用の場合<BR>
国道51号線　桜木町で専用案内板を右・左折、直進500ｍ",,,,,,,,,,,,,,,,
